FROM,TO,WEIGHT
rorovelastin,el_ciudadano,1
joseluis776,el_ciudadano,1
nadalpoly2021,berfontaine,1
jualienx,el_ciudadano,1
tensi_lointaine,el_ciudadano,1
maritecerpa,municipiovalpo,1
juanorellananza,el_ciudadano,1
elyta_1106,bonoboxchile,1
ramonhernande23,matreg8,1
hugotargax,elencuestadorcl,1
josefajosefalva,matastt,1
paulaji20,xtianrocker,1
gilbet_mora,matastt,1
sonya25180,el_ciudadano,1
ciudad_karina,berfontaine,1
quiltrostepario,aquezadatorres,1
felipegonzale62,florencromd,1
rembru,aquezadatorres,1
carlosfd1976,xtianrocker,1
mauro_yagan,aquezadatorres,1
lamasvania,aquezadatorres,1
matustea,salinascoronar,1
ceaven666,bonoboxchile,1
ceaven666,crovanos,1
fgshakita,artemisofarica,1
fgshakita,lucyanaah,1
jorgelo71414476,lucyanaah,1
ma_canabes,constindigena,1
canelonli,valeriasalinero,1
canelonli,tjaque,1
maturana_w,constindigena,1
mpiacifupal,encuestaschil10,1
victoraraya1461,lucyanaah,1
seb4_sti4n,el_ciudadano,1
tecitoconroibos,elencuestadorcl,1
berenic85833119,marcetys,1
rocopamela,crovanos,1
rocopamela,hconstituyente,1
muruavivian,fpidee,1
proeritroblasto,marcoqz,1
canalyaac,lucasaykal,1
_nocilas,saavedra1293,1
luisabarca8,rrespaldo3,1
eliana03932888,medinalorca,1
giovann80574580,robinfe1627787,1
fernandosaaved2,lucasaykal,1
_1666036454601,rkatrileo,1
_1666036454601,hconstituyente,1
spertnaz1980,santi544,1
spertnaz1980,espaol49216792,1
pipa533302652,equipo_patriota,1
agusrinmora,crovanos,1
agusrinmora,chamilactriz,1
agusrinmora,eziocosta,1
gerbetis1,santi544,1
gdalannais,lucyanaah,1
markospoh,amenudolluevo,1
rudafe_ve,ego_sum_1976,1
margaritaleteli,checholalo,1
joseluis11sept,lucasaykal,1
delirodz,lucasaykal,1
fachosour,crisvillavera,1
fedeprusvsa,confedeprus,1
millalikan,el_ciudadano,1
renoglio1,24horastvn,1
nancy_nanrogon,24horastvn,1
aguaenmarcha,constindigena,1
jonymalone,espaol49216792,1
jonymalone,santi544,1
nataliaiisabel,economiaerra,1
constan92817733,24horastvn,1
constan92817733,sinfiltros_tv,1
pespindola,el_ciudadano,1
mlefinao,el_ciudadano,1
isabelmmallorca,espaol49216792,1
claudiosenz,ilad_media,1
janrreh,economiaerra,1
siraletzus,cototudo2,1
siraletzus,encuestanonima,1
siraletzus,encuestaschil10,1
andres4711,24horastvn,1
mipatria44,cototudo2,1
dark_fox_313,halereeves,1
dark_fox_313,reclamos,1
aleriquelme,arquitectxschd,1
ferrizrosa,maquiavela3,1
sauvallejose,pelayoachondo,1
arkangelxp,salinascoronar,1
noctowl14,medicanatyh,1
carcamo_bravo,jedomm,1
jpvr14,arnausarrat,1
govip66,cototudo2,1
alfonrahe,quirkearrau,1
alfonrahe,sinfiltros_tv,1
maurosolari99,quirkearrau,1
jaquimaqui,quirkearrau,1
patocavicchioli,quirkearrau,1
hispananobleza,santi544,1
koke_funky,quirkearrau,1
tipanies,apolinio_73,1
charlygatooo,nelsontrejoj,1
car23sara,agustinqqq1,1
kathyru12962348,quirkearrau,1
fernanda_na,el_ciudadano,1
vtp555,arnausarrat,1
josemrojas75,arnausarrat,1
josemrojas75,encuestaschil10,1
joseignaciomy,quirkearrau,1
doppelgngersccb,nelsontrejoj,1
jonazy83,arnausarrat,1
juanykerr,marcoqz,1
juanykerr,loreto_vallejos,1
grace00519030,quirkearrau,1
victorl41735687,quirkearrau,1
flresjulio,agustinqqq1,1
monixkor,el_ciudadano,1
monixkor,javysaa,1
ruizvial,quirkearrau,1
establodechile,quirkearrau,1
valpolalleva,arquitectxschd,1
lillian_quezada,el_ciudadano,1
lillian_quezada,jorgepablolguin,1
islude_yuni,johnbidwell10,1
islude_yuni,sinfiltros_tv,1
islude_yuni,sur_pueblo,1
cantardo,paz_charpentier,1
juanyceron,igualeschile,1
omaramesti,cvlareina,1
pilarreflex,jadaeno,1
pilarreflex,zurdeque,1
i_schiappacasse,rkatrileo,1
fpairican,rkatrileo,1
fpairican,centrociir,1
lucorepublican,arnausarrat,1
lucorepublican,encuestaschil10,1
mbravogalaz,quirkearrau,1
mbravogalaz,sinfiltros_tv,1
pameinesdiaz,jadaeno,1
chopoguerra,artemisofarica,1
mariel77226041,chamilactriz,1
mariel77226041,jeniffermella,1
lorte15,chica61432746,1
sebastiandebate,bohn_ingrid,1
sebastiandebate,panchoorregog,1
ajsjah_adadj,a_raiser06,1
sderexha,a_raiser06,1
asilvad,paz_charpentier,1
mfernandaotero,pivotes_cl,1
galvarino_,joeheimg,1
mariela18976193,bohn_ingrid,1
gurrutia15,aldunatefran,1
nelukyta,ndi3go,1
tm_todo,pivotes_cl,1
robertop2022,quirkearrau,1
fcardenasbozzo,quirkearrau,1
gatoygp,paz_charpentier,1
superanonimos,artemisofarica,1
marcela55352647,quirkearrau,1
marcela55352647,angeldlacruz_,1
marcela55352647,franctivista,1
marcela55352647,lucyanaah,1
marcela55352647,el_despierto26,1
andelrio,andres_merari_g,1
canco2510,a_raiser06,1
niky_ram,arnausarrat,1
tacusete,lucasaykal,1
13mae13,arnausarrat,1
mariakus1,zuritajvz1,1
yoyo98305020,arnausarrat,1
kanyta24,arnausarrat,1
guxiluxx,espaol49216792,1
alonealejonow,artemisofarica,1
riffopat,aldunatefran,1
validosalos45,espaol49216792,1
johpablo,quirkearrau,1
juanari72798432,paz_charpentier,1
juanari72798432,javiparada,1
juanari72798432,gentedelsur2022,1
juanari72798432,panchoorregog,1
juanari72798432,hadrianus_63,1
juanari72798432,el_despierto26,1
juanari72798432,angeldlacruz_,1
voxjaen,espaol49216792,1
berenjena1956,arnausarrat,1
agus1972,sarahispania,1
maarce59,quirkearrau,1
claumartinezn,arnausarrat,1
isabel_ubilla,jadaeno,1
isabel_ubilla,eziocosta,1
jijotwitt,arnausarrat,1
elbasureero,arnausarrat,1
cgcastillo18,contexto_cl,1
javito_delgado,arnausarrat,1
joceqm,artemisofarica,1
cmonterod,arnausarrat,1
organizaciondlp,sarahispania,1
belena_osorio,arnausarrat,1
felipemanbr,pivotes_cl,1
farcodiubb,milopezmeza,1
luciapetrescu,arnausarrat,1
rob_burdiles,milopezmeza,1
yoryito1974,joeheimg,1
elanti_fas,arnausarrat,1
respectspecter,quirkearrau,1
cornejosenen,arnausarrat,1
periodismoturs1,pivotes_cl,1
periodismoturs1,horizontalchile,1
kukuliskukul2,arnausarrat,1
ze_pequenh0,naticastillo_r,1
zaitsev_chile,arnausarrat,1
zaitsev_chile,sur_pueblo,1
fuckcheckcl,joeheimg,1
fdocruces,joeheimg,1
paliaga07,mrrobot24747003,1
matronaclau,naticastillo_r,1
matronaclau,jeniffermella,1
missisbackk,encuestanonima,1
missisbackk,encuestaschil10,1
twit_jhernandez,encuestanonima,1
_alessandrolv,arnausarrat,1
lanathu,contexto_cl,1
alebra26,encuestanonima,1
roberto_luders,ultimo_baluarte,1
elena_older,espaol49216792,1
carmencita1290,ultimo_baluarte,1
carmencita1290,suknorm,1
josemanzano,ultimo_baluarte,1
_solowilly,quirkearrau,1
mitoparada,zurdeque,1
mitoparada,jorgepablolguin,1
ll_nostra,zurdeque,1
ll_nostra,joeheimg,1
pepehose,jvosorno,1
rafakungen,zurdeque,1
rafakungen,jorgepablolguin,1
231cristina,encuestanonima,1
solevial1496,pivotes_cl,1
alevimalhotmai1,ultimo_baluarte,1
alevimalhotmai1,encuestaschil10,1
osseschristian,pivotes_cl,1
osseschristian,berfontaine,1
juliouribe_ing,zurdeque,1
juliouribe_ing,afc073,1
miguelacls,profe_pepa,1
lordcuack,ultimo_baluarte,1
claudia94623620,arnausarrat,1
gitana4267,joeheimg,1
marcessoto,liberatuvoz_com,1
danielsagredo12,ultimo_baluarte,1
juancabrerasand,joeheimg,1
marcelatopaz,psd_cl,1
wizardinti,punkrazio,1
claudia27798979,zurdeque,1
juanvial11,joeheimg,1
juanvial11,javireyesj,1
pikatrazz,bertoguaje,1
ovni51b,kekabasualdo,1
juana_libertad,joeheimg,1
juana_libertad,psd_cl,1
zaydaortiza,x_boric,1
vcispe,lgougain,1
carovilchesf,ecoconstituyent,1
edanor41,markcortessmith,1
foyemapu,joeheimg,1
foyemapu,felipe_ruizb,1
foyemapu,jeniffermella,1
lizanarodrigo,joeheimg,1
lizanarodrigo,nicospub,1
lizanarodrigo,tony_rojas87,1
lizanarodrigo,marcoss81243514,1
munzensilvey,berfontaine,1
lalyr50,milopezmeza,1
miguelwill_,jvosorno,1
jimesolobarri,zurdeque,1
anaes666,ciudadannochile,1
arcanumanonymus,jclaissac,1
solari_mia,nutrsinmarcas,1
karvend,zcensurada,1
guinguiri,jclaissac,1
debochcablue,jclaissac,1
jphernandez2004,encuestanonima,1
aprueba_lareina,joeheimg,1
davidgallardo70,squellaagustin,1
verito_pes,encuestanonima,1
manuela60803376,joeheimg,1
erikotam,joeheimg,1
litocesar,zcensurada,1
ligaserpiente,zcensurada,1
2018presidente,chavez_queta,1
volador2010,chavez_queta,1
rosa611877181,zurdeque,1
cesar16_uc,arnausarrat,1
cesar16_uc,sinfiltros_tv,1
ni_chus_ni_mus,zurdeque,1
ericko66,zurdeque,1
superacido_h,zurdeque,1
don_coto,biografohumilde,1
exfrente4mplist,el_ciudadano,1
jorge72099216,zurdeque,1
francis90682919,encuestanonima,1
arayaclockx,joeheimg,1
rhfuenzespin,estallidotw,1
lonelybigwolf,el_ciudadano,1
acercandrol,el_ciudadano,1
cvivanco_1,joeheimg,1
rsalvop,24horastvn,1
ericpinorivas,biografohumilde,1
isra_alvare,joeheimg,1
comendatore4,chica61432746,1
coca4745,soniux2000,1
coca4745,franctivista,1
patrici42730730,tuvotoimporta__,1
marcosbarrazag,el_ciudadano,1
angelicafuenza1,zcensurada,1
psicopoliticaw,sebasti45781359,1
rodoman2,biografohumilde,1
johnmackinnond1,joeheimg,1
kattylopez74,nutrsinmarcas,1
impossible_beat,ampueroadriana,1
acevedo_arenas,pagina19cl,1
barbara08833451,nutrsinmarcas,1
alexisgrinch,biografohumilde,1
lej0ker2237,nutrsinmarcas,1
angelicabudin,el_ciudadano,1
ginecoly,nutrsinmarcas,1
alvarockmolina,zcensurada,1
oignacio1,biografohumilde,1
stratofobio,nutrsinmarcas,1
stratofobio,franctivista,1
rodrigo86419290,nutrsinmarcas,1
coquieee1,nutrsinmarcas,1
dorismoralesv,artemisofarica,1
aecccayv77,jclaissac,1
xiesgama,aprueba_lareina,1
biroteconpalta,nutrsinmarcas,1
sito6868,bertoguaje,1
quetecalles5,bertoguaje,1
nela44636322,espaol49216792,1
depiola,biografohumilde,1
gabimosci1,don____benito,1
gabimosci1,lucasaykal,1
peperagnar,contexto_cl,1
brodillo1,ingenieroschile,1
gfvindigni61,don____benito,1
patriciapinof,silvanavalpreda,1
patriciapinof,manuconstituye,1
oteizabeatriz,sebasti45781359,1
aviliarenato,infogatecl,1
soberanaaguila,ndi3go,1
clauz2018,acancinocc,1
alerodgrunert,marcetys,1
combobreaker29,nutrsinmarcas,1
itajuschile,rfrecuenciacl,1
mariozeladad9,rodrigoarayac_,1
mariozeladad9,frandistrito14,1
claugeta,el_ciudadano,1
rottwailer1990,estallidotw,1
manevillegas,el_ciudadano,1
elramonjo,rodrigoarayac_,1
nozf,joeheimg,1
ricardocollao9,nelsontrejoj,1
ricardocollao9,cfelmerv,1
yeshua28ac,macapatriota,1
yeshua28ac,eldrone3,1
miguelsolorza4,ignaciopapadpo1,1
miguelsolorza4,revistaen_torno,1
sergiolopez449,ignaciopapadpo1,1
sergiolopez449,jorgepablolguin,1
desamarilla,ignaciopapadpo1,1
godfreyha,nutrsinmarcas,1
ladzalbert,pagina19cl,1
graficasrechazo,quirkearrau,1
francis52009932,quirkearrau,1
gg_tow,squellaagustin,1
ftobars,squellaagustin,1
davidro66069524,nutrsinmarcas,1
ji_tapiasilva,squellaagustin,1
fernando161968,pagina19cl,1
alberto3617,nelsontrejoj,1
alzalo,squellaagustin,1
egk1961,squellaagustin,1
miridany,florenciare,1
sebaarancibia,squellaagustin,1
sole_larrain,squellaagustin,1
juansil43079212,squellaagustin,1
patosilvatco,miguelgaraym,1
ericforcael,squellaagustin,1
monivargasp,squellaagustin,1
kaizurus,elmontonero_pe,1
njohndoen,squellaagustin,1
csar__n,mxperez,1
javiv69,el_ciudadano,1
willymunoz,squellaagustin,1
marianelaceci,squellaagustin,1
ignaciothema,squellaagustin,1
sentidocomun000,squellaagustin,1
fuong69,pagina19cl,1
alejado33,nutrsinmarcas,1
piolinsting,nutrsinmarcas,1
furiosomr,nutrsinmarcas,1
pablosantanao,gentedelsur2022,1
leonorcodecita,antonelillaaa,1
ravalenzu1975,squellaagustin,1
ravalenzu1975,afc073,1
aybar_teresa,nelsontrejoj,1
aybar_teresa,sinfiltros_tv,1
aybar_teresa,patitoo_verde,1
aybar_teresa,imagenesymas01,1
puccaaries,pagina19cl,1
josedevia,squellaagustin,1
elianisan,squellaagustin,1
elviajedel_seba,squellaagustin,1
chelit02m,equipo_patriota,1
jorgeerrazuriz,javiparada,1
jorgeerrazuriz,encuestaschil10,1
observatoriopy2,squellaagustin,1
mariade17534177,richfe2022,1
irenema17460774,ndi3go,1
raulpatricio5,quirkearrau,1
rolo_contreras,squellaagustin,1
beatrizriutort,squellaagustin,1
jessica67999738,nutrsinmarcas,1
cristiansepmar,el_ciudadano,1
hugo_baesler,squellaagustin,1
respinozarojas,el_ciudadano,1
cesaralarconcl,squellaagustin,1
sofiarique,ignaciopapadpo1,1
javiergomezcl,squellaagustin,1
erikaca67464218,nutrsinmarcas,1
chile255755,nutrsinmarcas,1
silvana_tronci,squellaagustin,1
maldittus1,diputadonaranjo,1
andresprietovc,luisboz68365075,1
adolfomarcelo,flaneur_54,1
lorenaprezlen1,gentedelsur2022,1
lorenaprezlen1,iquiquenoneto,1
lorenaprezlen1,lnavarrete10,1
angelikacanale3,luisboz68365075,1
theidiotmen,rfrecuenciacl,1
patrici29924624,el_ciudadano,1
tifi_vakabon,cmundaca79,1
salgood78,enzopelle11,1
dlm_70,diputadonaranjo,1
amarymonteda,gentedelsur2022,1
amarymonteda,encuestaschil10,1
felipeandr2,squellaagustin,1
luis88437364,el_ciudadano,1
volantindelsur,martabrahm,1
volantindelsur,jorgepablolguin,1
darthgnz,a_raiser06,1
fernandolledo2,nutrsinmarcas,1
fernandolledo2,panchoorregog,1
pabloaguayow,squellaagustin,1
taucar2021,el_ciudadano,1
cuentachilena,quirkearrau,1
macuadros,squellaagustin,1
evan_quantum,mxperez,1
albertopando,squellaagustin,1
albertopando,rmontero_,1
karlitox_n,__rodrigo___,1
educa_actual,gentedelsur2022,1
tomidiazz12,squellaagustin,1
gregorio_casa,lorena_meneses,1
jgvegad,squellaagustin,1
isatormeri,gubernatti,1
solereyes,milopezmeza,1
bickelldumas,squellaagustin,1
damefuerza77,artemisofarica,1
karduk,squellaagustin,1
angela64990203,artemisofarica,1
atapialazcano,squellaagustin,1
quique72,squellaagustin,1
mankekura66,iconuecar,1
therese53277728,aldunatefran,1
val3_tcofcia,marcoqz,1
castrocarolin40,javiparada,1
gentedelsur2022,squellaagustin,1
gentedelsur2022,alejandrowahl,1
lalocastler,artemisofarica,1
bernardogallo1,berfontaine,1
sirfroid,espaol49216792,1
ricardosepulv21,gentedelsur2022,1
chocobarjenny,gubernatti,1
chocobarjenny,magica_radio,1
r_alid,squellaagustin,1
caption88,el_ciudadano,1
aveirojp,artemisofarica,1
joaqunprieto161,squellaagustin,1
santiagoaparts,squellaagustin,1
zoilarodriguez_,el_ciudadano,1
aruiz18906282,iconuecar,1
aruiz18906282,marcoqz,1
aruiz18906282,jfgallardoperez,1
aruiz18906282,crovanos,1
aruiz18906282,rodrigoarayac_,1
aruiz18906282,pcdechile_valpo,1
aluzgallardo,squellaagustin,1
peggiepavez,luisibacache_,1
jcbarrueto,horizontalchile,1
carlossaxton,squellaagustin,1
aragna_pelua,el_ciudadano,1
carlontro,marcoqz,1
fverdugo02,artemisofarica,1
cordillerano_,luisibacache_,1
lvalenzuelac,chica61432746,1
fhitaswaguii,nelsontrejoj,1
jorgeggporaqui,diputadonaranjo,1
erik95441065,squellaagustin,1
sebagr99,squellaagustin,1
veronic76744048,pagina19cl,1
rescatochile202,vecipreocupado,1
adiaztwr,bsepulvedahales,1
eltopagmz,el_ciudadano,1
jmalabert,jlambanm,1
pauta_cl,mizquierdop,1
cecitaolmedo,mizquierdop,1
pvlphoto,squellaagustin,1
davidcastillobe,jlambanm,1
rodrigomora,pvodanovic,1
verfranco,squellaagustin,1
vmontellano,pvodanovic,1
emajz1,elamigofacho,1
_srperez,elamigofacho,1
feljimenez53,squellaagustin,1
mbmunozi,vecipreocupado,1
mbmunozi,lucyanaah,1
joseman52,jlambanm,1
cpnavarrov,pvodanovic,1
aureliusfleming,artemisofarica,1
german_zs,chica61432746,1
marialuisa_cc,jvosorno,1
jesus_enrique88,diputadonaranjo,1
lorentefabi,jlambanm,1
cesarantoniot,el_ciudadano,1
voz_nacional,jesorellan,1
labarca98,jesorellan,1
rolo230882,jesorellan,1
caceresymartin1,vecipreocupado,1
omorenogallardo,jesorellan,1
regionexterior,pvodanovic,1
fuentealbaevans,pvodanovic,1
cucaovera,chilotem,1
ferolna,maytesinmiedo,1
galoruffo1,palkatiao,1
galoruffo1,centraleschile,1
efedonosorauld,hugomarivil,1
efedonosorauld,sinfiltros_tv,1
efedonosorauld,kennysubiabre,1
alberto84139028,claudiomezario4,1
niccolo_retamal,squellaagustin,1
rbarrientosh,crisvillavera,1
mary_lolo,claudiomezario4,1
gobrarefro,afc073,1
gobrarefro,javireyesj,1
diegoinvest1,jesorellan,1
claudioizam,jesorellan,1
jam45800,marcoqz,1
pecont,wickerman5120,1
pecont,frandistrito14,1
nestorelias,millaburadolfo,1
fcopoeta,bsepulvedahales,1
patriciapolitz,equipopolitzer,1
oscar_aguilera6,afc073,1
veronicaundurra,millaburadolfo,1
liliamgutierr11,afc073,1
cwohlwend,artemisofarica,1
chacon_vida,usa_la_fuerza,1
albornoz2884,camiestayh,1
iureetiustitiae,decordilleramar,1
danielp54235462,usa_la_fuerza,1
janetpalomavb,el_ciudadano,1
juansolisigor1,usa_la_fuerza,1
catalan_park,artemisofarica,1
ivngonz,24horastvn,1
daviles1974,dinoazulado_d6,1
aliro2150vldv,adrian_goodrich,1
alfons_godall,jlambanm,1
solovivelavida2,andrea__ctm,1
lectordemanos,marcoqz,1
zaragozapsoe,jlambanm,1
gpsoearagon,jlambanm,1
margari91374278,gentedelsur2022,1
elena38021375,espaol49216792,1
aretulaqui,marcoqz,1
chelobch,artemisofarica,1
chelobch,encuestaschil10,1
nancypi69891979,ginniasa,1
nancypi69891979,sr_millagui,1
camello,javiparada,1
gianidi2819,miguelhuerta32,1
danitar83,apruebocorazon,1
ecamuscruz,javiparada,1
rocii_medina,apruebocorazon,1
rocii_medina,bastianlabbed20,1
emilia_benitezs,javiparada,1
alejoserranob,anahidurandg,1
joxe_karl,anahidurandg,1
donweasdoctor,javiparada,1
donweasdoctor,panchoorregog,1
donweasdoctor,encuestaschil10,1
josephyataco,anahidurandg,1
edu5ntro1,anahidurandg,1
bendicionruiz,anahidurandg,1
laidakcorca,anahidurandg,1
meshkalina2,anahidurandg,1
manuela41532717,luisibacache_,1
manuela41532717,nomascamilo,1
rociobas,nodignos,1
jorgesabat,javiparada,1
ubaldoencopiapo,franzun3,1
javierjcampos,anahidurandg,1
csp01611064,ginniasa,1
viocelestino,anahidurandg,1
njhgking,marcoanayaq,1
hernanlarrain,javiparada,1
fheviav,javiparada,1
guendelman,javiparada,1
careyesg,erikamontecinos,1
carolita1076,gentedelsur2022,1
primaverita11,joxe_karl,1
avatar_tkd,lucasaykal,1
avatar_tkd,panchoorregog,1
avatar_tkd,sinfiltros_tv,1
avatar_tkd,arturoojeda466,1
doviswan21,lucasaykal,1
doviswan21,lucyanaah,1
yapakhuyay,anahidurandg,1
angelicarojasc,berfontaine,1
viviana95146595,rodrigoarayac_,1
paullacreste,berfontaine,1
vicobucodonosor,berfontaine,1
jose_ugarte73,nelsontrejoj,1
jose_ugarte73,kennetholave9,1
saezsaez19,avedelparaisob1,1
nlidaorellana1,apruebocorazon,1
ampueroadriana,el_ciudadano,1
juansandovalpo,rodrigonni,1
ernesto_zr,anahidurandg,1
xcaracolax,el_ciudadano,1
heavydillo,anahidurandg,1
fakediamond00,erikamontecinos,1
pepitocondulce,anahidurandg,1
clavitodechuqui,artemisofarica,1
ingrid_pizarro,constindigena,1
julioce59337798,juliogarciaord1,1
allairesoscar,erickaportillab,1
allairesoscar,javireyesj,1
ivanvega2,manuconstituye,1
carlinhogonzaga,erikamontecinos,1
pepivictoriano,marcelaverad,1
rangexoran,artemisofarica,1
javiercordovac,horade_noticias,1
rocoaleman,nelsontrejoj,1
pachi_61,marcoqz,1
fernand20737686,anahidurandg,1
anitasca,berfontaine,1
pilarcastroldeg,berfontaine,1
iamashaverus,ccifuentesh,1
joslibertad1,anahidurandg,1
siulong21,victor_cofre,1
vctormanuelgam8,apolinio_73,1
gocastro1,berfontaine,1
gocastro1,cfelmerv,1
rivanosalas,ccifuentesh,1
pigruetones,berfontaine,1
carla_fucito,sergiocabellol,1
carla_fucito,lucyanaah,1
humparedes,anahidurandg,1
suletl,el_ciudadano,1
magnamra_gu,graficasrechazo,1
clauxtk,osornopor,1
marioceasanchez,sanchezluengo,1
saryoasis,andrea__ctm,1
carlosilvag,sergiocabellol,1
albertomaringer,manuconstituye,1
jose98292973,anahidurandg,1
mnperezma,lidiayagan,1
fiscalorgia,berfontaine,1
romizuniga,artemisofarica,1
romizuniga,macapatriota,1
marcosvelasquez,berfontaine,1
marcosvelasquez,sinfiltros_tv,1
giovannaroa,maculapruebo,1
melierrazuriz,ndi3go,1
melierrazuriz,claudiarodhoz,1
melierrazuriz,pc_coquimbo,1
melierrazuriz,marcoqz,1
marisol_janet,yasnacancinor,1
tolitavic,sr_millagui,1
kattia68835422,kekabasualdo,1
liberta53025813,artemisofarica,1
jnietojones,artemisofarica,1
izatea,artemisofarica,1
jairojorquera,apruebocorazon,1
jairojorquera,marcetys,1
emilia_aprueba,estallidotw,1
carlo_nawrath,estallidotw,1
ericksenlogos,aledaz99329330,1
yoblumen,nodoxxi,1
juancar46792959,lakallesnuestra,1
andyrob40985585,macapatriota,1
andyrob40985585,chica61432746,1
andyrob40985585,mangelhv,1
jvera9090,ndi3go,1
treintona_cl,felipe_ruizb,1
frauhihler,osvaldobastidas,1
sandrasbaeza,felipe_ruizb,1
camilohoople,felipe_ruizb,1
la_prottectora,felipe_ruizb,1
victoria7_4,felipe_ruizb,1
panchojavier67,felipe_ruizb,1
alboeternamente,felipe_ruizb,1
carlosfire88,felipe_ruizb,1
iverdugos,felipe_ruizb,1
barbara_vw,paulodelgadoi,1
felipemaurelia,felipe_ruizb,1
sfsairafi,felipe_ruizb,1
marcelolealr,paulodelgadoi,1
marcelolealr,jeniffermella,1
wallys90,paulodelgadoi,1
wallys90,2epinforma,1
moibass87,felipe_ruizb,1
mbobadilla256,felipe_ruizb,1
maxspringera1,felipe_ruizb,1
pablonettlee,felipe_ruizb,1
pablosilvo,felipe_ruizb,1
jonasmartir,felipe_ruizb,1
carlosl53s,felipe_ruizb,1
carrysa_,felipe_ruizb,1
lacogordo,felipe_ruizb,1
gusanello,felipe_ruizb,1
afielbaum,felipe_ruizb,1
thehunter1972,paulodelgadoi,1
hielodemuerto,felipe_ruizb,1
plebiscito_2022,felipe_ruizb,1
pellifroisb,felipe_ruizb,1
mariolincoleo,marcialval86,1
flor_de_lavanda,felipe_ruizb,1
harrysw10,felipe_ruizb,1
thornasuk,felipe_ruizb,1
barusilvab,felipe_ruizb,1
isabellarulis,gentedelsur2022,1
isabellarulis,patitoo_verde,1
maxguerrero2027,paulodelgadoi,1
arqdur,felipe_ruizb,1
planetamercuri,felipe_ruizb,1
andresdihart,gentedelsur2022,1
andresdihart,encuestaschil10,1
rubengenesis,paulodelgadoi,1
juanhispa,felipe_ruizb,1
erixmaco1,felipe_ruizb,1
isaacemerson_,sociabilidadcl,1
lifetheperres,sociabilidadcl,1
kerosut,sociabilidadcl,1
chatodetanto,gentedelsur2022,1
alexmieresa,felipe_ruizb,1
joseignaciovca,felipe_ruizb,1
cabecitadupinha,felipe_ruizb,1
dany_aliste29,felipe_ruizb,1
rodrigo_consten,sociabilidadcl,1
c_castro_i,felipe_ruizb,1
claudio_solis,crisvillavera,1
lavitamina_erre,sociabilidadcl,1
gataclismos,sociabilidadcl,1
jessicajaquev,felipe_ruizb,1
rafamarinkohan,daniuu,1
vaniaricciulli,felipe_ruizb,1
numeroprimo_7,gold_rush28,1
marcopedreros,el_ciudadano,1
aindigo,el_ciudadano,1
gonzaletras,el_ciudadano,1
elisapv81,el_ciudadano,1
abelardoramosj,el_ciudadano,1
richardg664,el_ciudadano,1
henry_thebeast,el_ciudadano,1
bahamondesllano,felipe_ruizb,1
donsebaarce,felipe_ruizb,1
sraragatita,marcetys,1
tamires_rizzo,felipe_ruizb,1
naid_28,paulodelgadoi,1
naid_28,adrian_goodrich,1
pamela_vasquezv,edupeca,1
pamela_vasquezv,xtianrocker,1
alwayschile,miderechoeducar,1
dmnessun,marcetys,1
aura_aureal,estallidotw,1
carosaeza,andrescarter,1
antropozurdo,edupeca,1
antropozurdo,jorgepablolguin,1
mer_vivar,el_ciudadano,1
faraonlofshaggy,padre_n,1
ejjimenezy,marcetys,1
ejjimenezy,jorgepablolguin,1
0808any,aldunatefran,1
jotape_83,felipe_ruizb,1
marcos64114261,miguelhuerta32,1
keniapino,felipe_ruizb,1
liberta42857528,miguelhuerta32,1
cokemeza,marcetys,1
tintin_tolio,macapatriota,1
coke888,felipe_ruizb,1
zuni88169716,macapatriota,1
eloliverdel8,felipe_ruizb,1
eloliverdel8,jeniffermella,1
eloliverdel8,afc073,1
tomascl,felipe_ruizb,1
wilson14901,edupeca,1
wilson14901,ursulaeggers,1
wilson14901,priscillatellez,1
rafita20122012,leyending,1
sonjitarockstar,miderechoeducar,1
monapoupin,miderechoeducar,1
mazocarperelli,miderechoeducar,1
armazachristian,felipe_ruizb,1
liliverariffo,felipe_ruizb,1
mujerkomun,felipe_ruizb,1
solangeguzmani,felipe_ruizb,1
solangeguzmani,m_pachecor,1
sebacaldero,felipe_ruizb,1
rafaelromero_p,espaol49216792,1
tamayadas_1977,espaol49216792,1
douglas64540535,espaol49216792,1
chichifuentes1,marcoqz,1
ratm1971,rodrigoarayac_,1
gaby19553,iquiquenoneto,1
editommg,javiparada,1
editommg,leo_tuitero,1
vengoporyoutube,supernova_2020,1
djcromosoma,el_ciudadano,1
natcancein,marcoqz,1
angiesaavedrag,felipe_ruizb,1
nilzavivian,xtianrocker,1
nilzavivian,jeniffermella,1
cadacosayomismo,el_ciudadano,1
namjoonforpres6,felipe_ruizb,1
abogado_carmona,sociabilidadcl,1
lespino03753163,wickerman5120,1
escogutiraul,felipe_ruizb,1
delosquesobran,hconstituyente,1
maribelrojoyaez,carlosbianchich,1
jm45689270,luisenterado,1
adyoca49,luisenterado,1
bancadappd_ind,carlosbianchich,1
gyma70,luisenterado,1
petamiriam5,marcoqz,1
violeta_pra,psd_cl,1
sergiotorress,psd_cl,1
jotapeprado,shicolugo,1
cemunoz4,felipe_ruizb,1
loretomonse,psd_cl,1
lucyazumi,24horastvn,1
loboasushin71,mister_wofl_0,1
guajardowilliam,iglesiastgo,1
malvi18279328,leyending,1
vlenuveno,gentedelsur2022,1
reyesbastias_,leyending,1
cafecomics,shicolugo,1
rcpenilou,miguelfds,1
kevinocho,psd_cl,1
