FROM,TO,WEIGHT
fehabla,tere_marinovic,1
vivi44concha,tere_marinovic,1
yerko_alejandro,mister_wolf_0,1
laury287,gargolagb,1
elnananf,dunicos,1
pablo08535765,mister_wolf_0,1
mtlcocker,tere_marinovic,1
patrici89382835,lindodesierto,1
patrici89382835,yderf1971,1
patrici89382835,ximediva,1
patrici89382835,___ggonzalez___,1
patrici89382835,german_ogalde,1
ivanvil45211494,genarocuadros,1
ivanvil45211494,florencialagosn,1
ivanvil45211494,ozunachilote,1
calabazalibros,otdchile,1
jcquivar,mister_wolf_0,1
republi26519554,daninun6,1
anitamariaan,alfred_mar_,1
michii_olvidado,wmam71,1
movindepennorte,marcemercado,1
sandramaricelc2,tere_marinovic,1
nachoortega,andresazocar,1
nachoortega,juancasoto,1
rey6673,gatoanticomunis,1
rey6673,claudia16498191,1
rigo3125,mister_wolf_0,1
furioso_1,daninun6,1
furioso_1,unpragmatico,1
furioso_1,lacoquimbo,1
furioso_1,chilenosatentos,1
jopemimojose,tere_marinovic,1
metanoia_r,karinaxove,1
ratasantiaguina,andresazocar,1
ratasantiaguina,monitorsocial3,1
adolfoaraya,jairo_estay,1
gabrielrojasre9,baradit,1
amga1968,tere_marinovic,1
amga1968,chilenosatentos,1
veigagonzaloj,tere_marinovic,1
veigagonzaloj,chica61432746,1
chains028,mister_wolf_0,1
chains028,hugo_gutierrez_,1
chains028,apruebaxchile,1
josejara1981,innculturatv,1
csanchep,eziocosta,1
cteran_g,mister_wolf_0,1
dongenaro007,jesugonzalez,1
dongenaro007,tere_marinovic,1
homerostyle1,tere_marinovic,1
jzunigazuniga6,jairo_estay,1
juanantonioof,lapergris,1
sinergiachilen,ahanubis,1
sinergiachilen,chileconvoca,1
sinergiachilen,daviduardo,1
fresiaframbuesa,pmillarn,1
sidroguett,mister_wolf_0,1
saloalfaro,mister_wolf_0,1
cesar18822249,mister_wolf_0,1
carios_alberto,bailanto93,1
nachojazzfunk,mister_wolf_0,1
juancaduran1,mister_wolf_0,1
zodux,mister_wolf_0,1
zodux,juliannamoncura,1
ferpobleteferre,doctor911_cl,1
nelsong00203926,tere_marinovic,1
nn_clandestino2,n82769299,1
nn_clandestino2,encuestaschil10,1
nn_clandestino2,osvaldo_contr2r,1
nn_clandestino2,provincialtvcl,1
carolamg,elchascas,1
carmen_e_muller,tere_marinovic,1
fvaldessilva,chileconvoca,1
alcidescabello3,dongenaro007,1
nargleslunares,mister_wolf_0,1
aduranv2,mister_wolf_0,1
themain82,tere_marinovic,1
gamv65,felixreigada,1
eliseorios74,tere_marinovic,1
endotipo,tere_marinovic,1
roro_mora_,lorenitacofre,1
roro_mora_,jaime_bassa,1
clvillav,mister_wolf_0,1
kurunarki,chileconvoca,1
yoyo98305020,tere_marinovic,1
yoyo98305020,alfred_mar_,1
combatientemama,tere_marinovic,1
pro_penaflor,marcoporchile,1
mirahayconejos1,chileconvoca,1
mirahayconejos1,bosqueazul1,1
mirahayconejos1,verdecostero,1
rodrigojaramill,tere_marinovic,1
maryjacque64,doctor911_cl,1
sndng,jairo_estay,1
angelicasilvap,mister_wolf_0,1
misspauly13,diego_ibanezc,1
misspauly13,connosotrassi,1
zenteno_cecilia,tere_marinovic,1
el_sosiego,mister_wolf_0,1
william61304977,ahanubis,1
pauguerreroal,mister_wolf_0,1
imbert50,tere_marinovic,1
imbert50,ccifuentesh,1
rodrigo84797296,silvana43922715,1
rodrigo84797296,baradit,1
gsilvacuadra,dimoralesj,1
ea_mimo,karinanohales,1
hugoalexandert,caro_rojast,1
hugoalexandert,bsepulvedahales,1
andlvqz,mister_wolf_0,1
cristianpintod,mister_wolf_0,1
mabel79964166,jp_r,1
mabel79964166,chileconvoca,1
secchipatricia,fernandoleala,1
secchipatricia,chileconvoca,1
deioyart5,alfred_mar_,1
carancho_veloz,marcosbarrazag,1
javier2010_link,tere_marinovic,1
nikolazito1074,ndi3go,1
nikolazito1074,ahanubis,1
nikolazito1074,infiltrado7,1
nikolazito1074,edupeca,1
nikolazito1074,wmam71,1
danimanzo9,mister_wolf_0,1
danimanzo9,pao_antileo,1
charly_mg,jairo_estay,1
jorge11320574,mister_wolf_0,1
yurigumu,mister_wolf_0,1
victorprz999,sita_augusta78,1
nanovergara1970,mister_wolf_0,1
nanovergara1970,2epinforma,1
fernandomolleru,tere_marinovic,1
fernandomolleru,ccifuentesh,1
fernandomolleru,sinfiltros_tv,1
fernandomolleru,lucyanaah,1
tortuga_veloz,mister_wolf_0,1
ajomerquen,mister_wolf_0,1
saamosorioaros,psapiains,1
yetita07,luis_quintul_,1
mbeatrizmg,ccgm14,1
mbeatrizmg,mister_wolf_0,1
camilo_iirg,tere_marinovic,1
pkpucha,phvark2,1
arimuga,capadilo,1
alvarog184,campesinocyborg,1
pot0alreves,mister_wolf_0,1
marielasalazav,judasmacabeo35,1
marielasalazav,hocikonapatriot,1
joseore42534925,ndi3go,1
joseore42534925,anandatribe,1
kikiwk66,tere_marinovic,1
honeybony,mister_wolf_0,1
felipe92420818,mister_wolf_0,1
negro_piranha,genarocuadros,1
negro_piranha,mister_wolf_0,1
marcos73720093,akingisip,1
marcos73720093,andrea__ctm,1
marcos73720093,cerokool_69,1
vzmarcelo2,tere_marinovic,1
nguerrero93,mister_wolf_0,1
alabbe1,lunavallevic,1
carlangas1503,rpandelara,1
anacarrera2112,chileconvoca,1
anacarrera2112,palkatiao,1
anacarrera2112,octoamaro,1
anacarrera2112,agatha_w1tch,1
hmanriquezmoya,el_ciudadano,1
solvalenzuelab,pablopadillarub,1
solvalenzuelab,lasurivas,1
enrique74021588,tere_marinovic,1
aldichile48,theonlybigeyes,1
corinagus128,tere_marinovic,1
corinagus128,franctivista,1
paola20456255,tere_marinovic,1
paola20456255,hocikonapatriot,1
millarcerda,tere_marinovic,1
horaciosotog1,tere_marinovic,1
milolitico,patagonico_,1
milolitico,geomora30684951,1
delpradenas,eziocosta,1
delpradenas,mvm_ing,1
euginews,ndi3go,1
aifuenzalidag,ggrandonr,1
cbecerrav,patiradasalazar,1
ximegomezm,paulacabezas56,1
josegal67300306,tere_marinovic,1
elygallardo1974,mister_wolf_0,1
gaston_sabres,joelsilvam,1
gaston_sabres,barb_stormhood,1
marcia74409954,frenterebeldes,1
marcia74409954,saryoasis,1
marcia74409954,sin_desde_no,1
marcia74409954,lyrio01,1
lleonm010,chileconvoca,1
mathiu14,mister_wolf_0,1
jota_sed,mister_wolf_0,1
williamulloaj,mister_wolf_0,1
jocastrocarrera,mister_wolf_0,1
cabastian,felipeparadam,1
cabastian,tromben,1
cabastian,ivan_antonio,1
felipemoba,cerokool_69,1
felipemoba,dimoralesj,1
eduarderson03,felipeparadam,1
eduarderson03,aprueboshitpost,1
eduarderson03,mister_wolf_0,1
nsa_pl,patriciadelaba1,1
nsa_pl,juanmenesesxcom,1
nsa_pl,jorgepablolguin,1
nsa_pl,pgottreux,1
nsa_pl,academica2021,1
nsa_pl,sergiocabellol,1
nsa_pl,grollmuss,1
nsa_pl,bertha70644244,1
totomorande,tere_marinovic,1
tan_solo_antoni,camilovillagran,1
tan_solo_antoni,merdehonneurs,1
ffuenteslu,felipeparadam,1
belulight,joelsilvam,1
africasanhueza,baradit,1
realtavira89,tere_marinovic,1
renardbetarella,mister_wolf_0,1
gatojazz47,stelartoqui,1
gatojazz47,membrillo3388,1
gatojazz47,jotaeferock,1
lucho_marin,mister_wolf_0,1
lucho_marin,patitadelos80,1
sandrynave,mister_wolf_0,1
mariate74142799,mister_wolf_0,1
___mariodiaz,mister_wolf_0,1
altobocho,mister_wolf_0,1
katisukiwong,mister_wolf_0,1
rin_andre,tere_marinovic,1
andygamboa666,chileconvoca,1
andygamboa666,bosqueazul1,1
andygamboa666,mister_wolf_0,1
im_sogoldenn,guidovelasquezl,1
crisale2014,jtimbles,1
miguelcalderond,mister_wolf_0,1
sol_aguilllar,ndi3go,1
yin_ac,jairo_estay,1
yin_ac,deboraweka,1
s_veav,mister_wolf_0,1
valentinaveloso,eziocosta,1
daniel_cl86,tere_marinovic,1
daniel_cl86,osvaldo_contr2r,1
fulcrum55618346,tere_marinovic,1
oaesp,lapergris,1
oaesp,hugoguionista,1
oaesp,jairo_estay,1
oaesp,r_saavedram,1
oaesp,saryoasis,1
oaesp,marcialval86,1
chenrque2,mister_wolf_0,1
equilibriociud,aprobemosxchile,1
roroxandres,robertsalvatie,1
comundignidad,halunkevalnor,1
pannxoo,mister_wolf_0,1
pipediazf,guidovelasquezl,1
wolfie____,tere_marinovic,1
camiiimeza,betitocote,1
kalki_dave,mister_wolf_0,1
jazz_chillan,luis_quintul_,1
olguita211,wmam71,1
olguita211,crovanos,1
roberto07acdc,tere_marinovic,1
ivebar2,dlirio,1
ceciliavegavega,chileconvoca,1
_advs_,tere_marinovic,1
_advs_,lucyanaah,1
claujargod,noctowl14,1
danymab,hugoguionista,1
gcarvajap,tere_marinovic,1
gcarvajap,provincialtvcl,1
huenulsilva,hugoguionista,1
vecinoscaminoa1,eziocosta,1
vecinoscaminoa1,apruebaxchile,1
ignacio73618633,bsieosjakd,1
marivilrosita,francisjavi1980,1
marivilrosita,jairo_estay,1
marivilrosita,juliannamoncura,1
soldeverano2,davhomm,1
rorockg,mister_wolf_0,1
nicok0k,ndi3go,1
hermeseromeroo,chileconvoca,1
clarope99,asmutkoke,1
emvolay,saryoasis,1
shikobarrios2,xchilesoberano,1
eljuancri,mister_wolf_0,1
josricardogala2,mgonza1973,1
enzo_santi_,tobardelafuente,1
moonlight_heda,mister_wolf_0,1
alex_mansilla01,tere_marinovic,1
kpintog28,lapergris,1
nidugh,pao_antileo,1
nidugh,florencialagosn,1
yesseniayess,mister_wolf_0,1
osanhueza,noctowl14,1
imwnlegend,y_londres,1
imwnlegend,aracelijonhson,1
imwnlegend,dunicos,1
ivoaleq,tere_marinovic,1
eddiemigue,chileconvoca,1
eddiemigue,betitocote,1
eddiemigue,tromben,1
marchantmelisa,mister_wolf_0,1
luisalbernim,tere_marinovic,1
hak666,vikykrasnaya,1
misterpupo,celoo,1
anitaca01687537,alfred_mar_,1
anitaca01687537,porkyasecas,1
maurodirec,nomesigaxfavor,1
fkazinawel,amnistiachile,1
cocho69,mister_wolf_0,1
cocho69,apruebaxchile,1
cocho69,alinekuppenheim,1
cocho69,marcialval86,1
matias_magu,hugoguionista,1
_macclaud,foryan_,1
ginagneccob,chileconvoca,1
felipekleinford,amnistiachile,1
sof2sow,mister_wolf_0,1
daenerys2801,alfred_mar_,1
mati_rose,sctg_1981,1
joseph19816,asmutkoke,1
j_fco,alidatalloni,1
cecilia94706292,el_ciudadano,1
crossfit_alma,tere_marinovic,1
insomne_78,mister_wolf_0,1
stacyybjones,platsocialistap,1
slayeye,luis_quintul_,1
ifigueroap,nico2021cl,1
koyamdomo,ndi3go,1
manolovidal,asusag,1
ricardoaronski1,hugoguionista,1
tattonn,n82769299,1
tattonn,esthernulia,1
patty59600940,chileconvoca,1
patty59600940,estallidotw,1
patty59600940,primeralineatw,1
francisca_mella,tere_marinovic,1
hbravog,tere_marinovic,1
hbravog,araucaniadiario,1
azul_siempreazu,barbarawood22,1
anakenapakarati,mister_wolf_0,1
monicae67950593,andreapaz2025,1
uac72,tere_marinovic,1
hachadetoqui,jairo_estay,1
hachadetoqui,tromben,1
kivancita,mister_wolf_0,1
sircristian2,lagonzl96381469,1
patangachef,acugalde,1
patangachef,ciudadanoacti10,1
patangachef,alejandrorojaso,1
patocoyhaique,pcayuqueo,1
patocoyhaique,aprueboel4del9,1
patriciabesat,adenevi,1
collao_jofre,shantallporn,1
mgbasketnew,tere_marinovic,1
tomas74449700,foryan_,1
ilsenjaraq,amnistiachile,1
rmunozriv,ccgm14,1
flakadcorazon,tere_marinovic,1
natsxein,jesuscabaret,1
davidaxelperez4,alfred_mar_,1
pepitatobosk,chileconvoca,1
pepitatobosk,ahanubis,1
pepitatobosk,gonzalobf,1
pepitatobosk,spawnchile,1
zophye,juanmenesesxcom,1
danieli16958851,tere_marinovic,1
ariverosfisico,mister_wolf_0,1
rodrigo82295916,tere_marinovic,1
collipall,felipeparadam,1
collipall,mister_wolf_0,1
beavaldesm,capadilo,1
beavaldesm,diputadonaranjo,1
plasticamadera,tere_marinovic,1
lopezotazo,chileconvoca,1
anrasodu,foryan_,1
anrasodu,je63398049,1
meugeniac20,marcoporchile,1
meugeniac20,barbarafuenttes,1
meugeniac20,deprogresistas,1
erickfrenoloko,mister_wolf_0,1
erickfrenoloko,danieljadue,1
javieri32072840,nico2021cl,1
javieri32072840,alfred_mar_,1
ahumedales,chileconvoca,1
christo71302235,mister_wolf_0,1
danifcolombo,mister_wolf_0,1
zubilandia,jairo_estay,1
superpelu,jairo_estay,1
mljc67,tere_marinovic,1
sepferna,marcoporchile,1
aieejandra,mister_wolf_0,1
aieejandra,felipeparadam,1
estebanpobletea,amnistiachile,1
hugohflwrs,consti_tuto,1
lmca1967,tere_marinovic,1
wevecampos,francisjavi1980,1
wevecampos,ocean_lov3,1
hambredisidente,cynthiashuffer,1
jnrivasi,tere_marinovic,1
javahunter123,lagonzl96381469,1
formatocompacto,delsurchileno,1
elbosschile,sagradocorazon_,1
elbosschile,cfelmerv,1
gacetafortaleza,noticreontc,1
victorcorreav,mister_wolf_0,1
magdalenamarin,mister_wolf_0,1
magdalenamarin,imaginacl,1
walterknuckles,alfredoacastro,1
antonio22530372,ndi3go,1
arcecarlaelisa,bartosalino,1
danielqt7,gargolagb,1
danielqt7,chilefree2022,1
sukupiro,tere_marinovic,1
veronicaundurra,t_pustilnick,1
veronicaundurra,millaburadolfo,1
juanucho2013,luis_quintul_,1
emursell,jairo_estay,1
alanbri87918064,lincerojo,1
veritomagda,elamericax,1
repensandochile,baradit,1
yasnacarolinagr,jairo_estay,1
yasnacarolinagr,cristofer_lara2,1
yasnacarolinagr,gmonsalve,1
perrorabioso191,mister_wolf_0,1
ffluoxxetinna,2epinforma,1
ffluoxxetinna,relativedogmas,1
gabygallardof,noticreontc,1
ktajopia,jlmaldonadoa,1
cejaloca,tere_marinovic,1
bagxxi,2epinforma,1
bagxxi,dlirio,1
mizylo10,pamegatuna,1
jmarilg,marcoporchile,1
maolivaresh,jairo_estay,1
maolivaresh,deboraweka,1
replicantx8,carolin11450107,1
msvauu,saryoasis,1
tapia_go,marcoporchile,1
stormfilth,pamegatuna,1
blancaamunateg1,juanjosguzmn10,1
gabyitu2,adenevi,1
nico_del_valley,mister_wolf_0,1
graevivi,e_constituyente,1
tomasgooti,mister_wolf_0,1
tomasgooti,octoamaro,1
voz2014,jorgesotelo_g,1
voz2014,mister_wolf_0,1
onepaz,0nreivni,1
gogago7,hugoguionista,1
_carolandaeta,viviendamig_cl,1
rogodoyl,mister_wolf_0,1
rogodoyl,jaime_bassa,1
calejandrarojas,apruebaxchile,1
hibueras3,pao_antileo,1
hibueras3,geomora30684951,1
hibueras3,solswett,1
pablocollada,apruebaxchile,1
dementez,apruebaxchile,1
pabloborquez,apruebaxchile,1
alfonso83863804,palkatiao,1
robcepher,luis_quintul_,1
mollgoretti,alfred_mar_,1
barbarada,mister_wolf_0,1
cambiadechannel,0nreivni,1
cambiadechannel,apruebaxchile,1
parodiciudad,lagonzl96381469,1
katgodooy,mister_wolf_0,1
fco_villarroel,constecologica,1
fco_villarroel,fheusser,1
fco_villarroel,japalola,1
fco_villarroel,jaime_bassa,1
fco_villarroel,titorelloo,1
fco_villarroel,bsepulvedahales,1
fco_villarroel,severine_cazaux,1
lpcalderonh,dlirio,1
claudio70932894,apruebaxchile,1
claudio70932894,utdtrabajodigno,1
claudio70932894,el_ciudadano,1
fefelipon,adenevi,1
fefelipon,ccifuentesh,1
victori63344370,lagonzl96381469,1
victori63344370,hocikonapatriot,1
macabustamantef,pgselles,1
manueeeel,apruebaxchile,1
miguel46184600,tere_marinovic,1
paocatricura,rkatrileo,1
ruth39275079,silvana43922715,1
ruth39275079,anamariagazmuri,1
ruth39275079,jvelizv,1
rvpabloandres,apruebaxchile,1
seeb106,carmenconcejala,1
seeb106,kennysubiabre,1
chackaneitor,lapergris,1
chackaneitor,mister_wolf_0,1
sdorenv,alfred_mar_,1
ydinamarcaz,tere_marinovic,1
enzopelle11,apruebaxchile,1
enzopelle11,chunchovenegas,1
kliviatura,marcoporchile,1
ayuvancic,alfred_mar_,1
ayuvancic,mlobosdiaz,1
ayuvancic,chilefree2022,1
patricia070809,otdchile,1
patricia070809,jpablos89,1
luispav71449435,tere_marinovic,1
theexploited3,keke_patipelada,1
lala161426,monosdelatele,1
killedmyhopes,0nreivni,1
juanvasquezbrio,pamegatuna,1
juanvasquezbrio,queenmuert4,1
juanvasquezbrio,hugoguionista,1
juanvasquezbrio,ca3uob,1
acarabantes,luis_quintul_,1
manfuuckurpride,luis_quintul_,1
paparatiesfacil,deltajey,1
profe_espinosa,fheusser,1
profe_espinosa,mister_wolf_0,1
profe_espinosa,flavioqr,1
javieraprieto,apruebaxchile,1
barbarbara_,apruebaxchile,1
maguilerae_,celoo,1
weonafilo,mister_wolf_0,1
eldaru89,apruebaxchile,1
thoraya_munoz19,jaime_bassa,1
manuelllantenv,apruebaxchile,1
fvenegas_,apruebaxchile,1
_kumelka,0nreivni,1
rositalucila,halunkevalnor,1
mclazo70,alfred_mar_,1
manuelaoh,jaime_bassa,1
manuelaoh,lorespinosao,1
felipe_diaz_b,apruebaxchile,1
juanguajardos,apruebaxchile,1
david13364452,jaime_bassa,1
desinformala,wakeupchile,1
nueva_constituc,jaime_bassa,1
nueva_constituc,fheusser,1
nueva_constituc,jorgesharp,1
nueva_constituc,acru_zi,1
nueva_constituc,maldopower,1
nijadelnaxo,apruebaxchile,1
epigi,apruebaxchile,1
worldxian,pauloignaciop,1
worldxian,vesnamada,1
pablo_videla,pauloignaciop,1
psajeroentrance,britpopxapruebo,1
cfmarin,mister_wolf_0,1
gabby_ulla,apruebaxchile,1
agte6,lucyanaah,1
duvicq,jaime_bassa,1
duvicq,dlirio,1
felipeemolinaa,el_ciudadano,1
romuncaz,apruebaxchile,1
belein_belein,apruebaxchile,1
cucha_rodriguez,pamegatuna,1
donmitorus,fragolabianca_,1
pame_tapia_a,baradit,1
espinozaramon2,olguitaa_marina,1
espinozaramon2,mister_wolf_0,1
espinozaramon2,rodrigoarayac_,1
maldito_vulpino,apruebaxchile,1
emilfork_marcos,apruebaxchile,1
lamatriafest,apruebaxchile,1
guzmanpaulina,jaime_bassa,1
guzmanpaulina,lauralbornoz,1
dostormarcelo,apruebaxchile,1
nelson790850954,rdiazayala,1
nelson790850954,cecita_pe,1
nelson790850954,ocean_lov3,1
nelson790850954,marioaguilera4,1
nelson790850954,ccavj,1
nelson790850954,puma4852,1
nelson790850954,anlealz,1
nelson790850954,cgallardov,1
nelson790850954,unmapasugerido,1
nelson790850954,phedro_her,1
nelson790850954,crovanos,1
nelson790850954,aprueboel4del9,1
nelson790850954,betitocote,1
nelson790850954,mnica_brown,1
nelson790850954,martinrivasgana,1
nelson790850954,patriotadeverd4,1
ismaelgomez,apruebaxchile,1
vidarocio,jaime_bassa,1
ecubillosv,sita_augusta78,1
marisademartini,apruebaxchile,1
juanmacabroso,apruebaxchile,1
hector_pereiram,tere_marinovic,1
hector_pereiram,lacoquimbo,1
hector_pereiram,ciudadannochile,1
_tralkan,apruebaxchile,1
_tralkan,criordor,1
ecard3nas,fransolar,1
ecard3nas,apruebistas,1
profesorguti,jairo_estay,1
alex31789757,borisyopo,1
alex31789757,deboraweka,1
gacetablackout,apruebaxchile,1
juanzig48998300,alfred_mar_,1
juanzig48998300,tere_marinovic,1
jjvelasquezvas1,indepchile2021,1
coni_bdm,hugoguionista,1
payyaez,marcoporchile,1
payyaez,ocean_lov3,1
payyaez,boxcarter1,1
payyaez,majive3105,1
payyaez,lex_pancho,1
andresalyan,chileconvoca,1
patricioclark1,alfred_mar_,1
gabriel01102478,luis_quintul_,1
gabriel01102478,josejeraldomusi,1
gabriel01102478,phedro_her,1
gabriel01102478,marveraojeda9,1
gabriel01102478,unmapasugerido,1
gabriel01102478,anais__vale,1
gabriel01102478,pulentodago,1
gabriel01102478,mnica_brown,1
gabriel01102478,javierchandiag,1
gabriel01102478,ocieltorres3,1
gabriel01102478,mujerespsrm,1
gabriel01102478,marcialval86,1
gabriel01102478,apruebd,1
gabriel01102478,yuyodelizqui,1
gabriel01102478,piureman,1
gabriel01102478,1974radex,1
gabriel01102478,queenmuert4,1
gabriel01102478,atenaspoirot,1
gabriel01102478,antoniorojashd,1
gabriel01102478,apruebo4septbre,1
gabriel01102478,caro_magaly,1
gabriel01102478,enrique20094,1
gabriel01102478,asambleaaborto,1
gabriel01102478,eparralohse,1
cespedesdarka,r2021x,1
gerardroscep,pc_lareina,1
carlos1776_,jpmoraless76,1
nicolelayana,patagonico_,1
nicolelayana,funaoyeta,1
martinc89895240,bsieosjakd,1
memunoz4,jaime_bassa,1
memunoz4,apruebaxchile,1
memunoz4,unmapasugerido,1
marcove59776391,saryoasis,1
negrojoaco,mister_wolf_0,1
silvanmar592,avidalva2021,1
profenirma,mister_wolf_0,1
sandrap21175371,pauloignaciop,1
pablo_elmagico,pauloignaciop,1
albasan30156443,otsaila_negro,1
albasan30156443,valenti22921230,1
albasan30156443,chopan63,1
albasan30156443,apruebo4septbre,1
keldomsolafos,mister_wolf_0,1
keldomsolafos,libioperez,1
pablof_hr,2epinforma,1
pablof_hr,vesnamada,1
pablof_hr,revtt_prensa,1
pablof_hr,florencialagosn,1
pablof_hr,mister_wolf_0,1
anamaranio4,lunavallevic,1
nicole90694944,mpukamau,1
ekholacroix,luis_quintul_,1
ekholacroix,jaime_bassa,1
ekholacroix,catalinaperezs,1
ekholacroix,josejeraldomusi,1
rudy20061,juanihijadeeya,1
fheusser,_natisu,1
fheusser,jaime_bassa,1
fheusser,constecologica,1
fheusser,amnistiachile,1
fheusser,unmapasugerido,1
edch2018,apruebaxchile,1
lvconnor,i_alarcon_c,1
tardigradoo,fragolabianca_,1
lanalhuenoticia,mister_wolf_0,1
profesorviajero,alvaro_riffo,1
singersonia,juanmenares4,1
fergrego2,pauloignaciop,1
fergrego2,cgallardov,1
del_merii,eziocosta,1
karlosho,chileconvoca,1
mhuertaflores22,jaime_bassa,1
lpalma76,gheragor,1
lpalma76,alinekuppenheim,1
alex_calfutue,jaime_bassa,1
cschlick,andresgiordanos,1
polita_polin,hugoguionista,1
2022apruebo,liadicta,1
paola_salvatv,mister_wolf_0,1
valitadyc,2epinforma,1
lazurdaca,apruebaxchile,1
lazurdaca,comundignidad,1
lazurdaca,chamilactriz,1
skyrockersky,chileconvoca,1
rovaller,comundignidad,1
vivipizarrob,chileconvoca,1
vivipizarrob,lapergris,1
petaclio,apruebaxchile,1
petaclio,jaime_bassa,1
apruebodigna,wmam71,1
enriprimero,saryoasis,1
enriprimero,chileconvoca,1
josechepilla,moonviviblue,1
rockandrolec,jaimeantoniore2,1
mamaldob,cristal81053723,1
mamaldob,withoutsensenow,1
mamaldob,lucyanaah,1
bubina2,jaime_bassa,1
bubina2,gmonsalve,1
chaltumari,0nreivni,1
salvaje_vida,palkatiao,1
brujisabc1,jairo_estay,1
soloconmismanos,yderf1971,1
zambranoavello,el_ciudadano,1
f_progresa,apruebaxchile,1
mit0vasquez,alidatalloni,1
hugo1056,tere_marinovic,1
garfiommm,luis_quintul_,1
pazntl,mister_wolf_0,1
transhumanta,lapergris,1
tsaiegp,fheusser,1
lalo_dequillota,apruebaxchile,1
naomi_yura,mister_wolf_0,1
giovann79651858,motorshans,1
dlhm1982,jorgesotelo_g,1
dlhm1982,apruebo4septbre,1
dlhm1982,marcoporchile,1
dlhm1982,hugoguionista,1
nati_natuchis,0nreivni,1
imoa1971,juanmenares4,1
imoa1971,rombb85,1
imoa1971,patosalazar,1
imoa1971,siriasalazar2,1
imoa1971,melierrazuriz,1
imoa1971,mister_wolf_0,1
noeliopena,apruebaxchile,1
_caceresdiaz,apruebaxchile,1
canal_zuelacorp,0nreivni,1
coryduarte,mister_wolf_0,1
leandroparedesj,eliasnavarro_85,1
diegogarq,jaime_bassa,1
cristian020821,vivimatus,1
dedoveldecoltes,2epinforma,1
anitammunizaga,jaime_bassa,1
carjaraya,chileconvoca,1
ale34839029,alma65036367,1
maculde,borisyopo,1
solo_sesiom,chileconvoca,1
gab65060192,lapergris,1
gab65060192,marcorock_chile,1
gab65060192,ginniasa,1
148_gaby,pfalconb,1
nromo_flores,fima_chile,1
claudia86326940,intentaloctm,1
claudioaravena,apruebaxchile,1
wafernandez40,tere_marinovic,1
wafernandez40,ccifuentesh,1
pbendeck73,tere_marinovic,1
danielalexads,mister_wolf_0,1
juanbic13,tere_marinovic,1
padavonadbest1,chileconvoca,1
eduardovivar,mara_villa_sol,1
eduardovivar,consuelo_babu,1
loretolivarest,apruebaxchile,1
luisjimenezc,millaburadolfo,1
danielzurbina,mister_wolf_0,1
dioniso_pinot,tere_marinovic,1
claudioaraya,squellaagustin,1
bigotesmexican,mister_wolf_0,1
arishkkacaro,apruebo25_10_20,1
javiersacope,mister_wolf_0,1
lacuartina,mister_wolf_0,1
lacuartina,r_saavedram,1
doc_psychomag,apruebo25_10_20,1
cristian_159,chileconvoca,1
magdarosary,chileconvoca,1
pancho_ua,apruebaxchile,1
jack44640888,adenevi,1
jack44640888,unpragmatico,1
jack44640888,gargolagb,1
jack44640888,libres_chile,1
jack44640888,chilelibertad21,1
jack44640888,cfelmerv,1
aline_pradenas,chileconvoca,1
aline_pradenas,florencialagosn,1
aline_pradenas,mister_wolf_0,1
apruebaxchile,constecologica,1
apruebaxchile,casalamorada,1
apruebaxchile,otdchile,1
apruebaxchile,elfespi,1
apruebaxchile,yocuidoaprueba,1
apruebaxchile,vegetarianoshoy,1
apruebaxchile,flavioqr,1
apruebaxchile,actriceschile,1
apruebaxchile,lciopone,1
condoritobasta,krazmario,1
condoritobasta,hugoguionista,1
palomameme,chileconvoca,1
palomameme,danieljadue,1
patriciosalfer,ndi3go,1
yenifherhache,jaime_bassa,1
eternoazul,jairo_estay,1
vianneysierralt,hugoguionista,1
ibarpa,ximesu3,1
marisolvials,hugoguionista,1
auroravegac,mister_wolf_0,1
franciscaccr_,felipeparadam,1
zapatosdenina,chileconvoca,1
cristia15481288,eljorgearanci,1
simonjaracorrea,apruebaxchile,1
simonjaracorrea,mister_wolf_0,1
moikano70,kimeradrummer,1
jaquinta48,tere_marinovic,1
distin_guido,israelsegall,1
jdonosoaaa,jaime_bassa,1
jared92140757,cristofer_lara2,1
gomitadeazzucar,mister_wolf_0,1
estrellademiel5,hugoguionista,1
araya__b,apruebaxchile,1
elizabe47576024,eliasnavarro_85,1
derecha_nunka,chileconvoca,1
metalhot,choroy_traiguen,1
metalhot,frenterebeldes,1
metalhot,karamelito65,1
metalhot,sarafepa,1
valmuoz,jairo_estay,1
asatone,2epinforma,1
piscolamami,apruebaxchile,1
valewagner08,tere_marinovic,1
pbaltierrat,chileconvoca,1
pbaltierrat,elantimatinal2,1
pbaltierrat,jdelrio70,1
pbaltierrat,dimoralesj,1
lotoblanco6,bsieosjakd,1
villenanarbona,moonviviblue,1
azurdoleopolit1,chileconvoca,1
gon7alord,tere_marinovic,1
danielcandia,jaime_bassa,1
hugohoffman4,hugoguionista,1
katycarrillo,apruebaxchile,1
katycarrillo,saryoasis,1
jordeath,tere_marinovic,1
joaco_bqco,lorenitacofre,1
joaco_bqco,jaime_bassa,1
leandro_osorio,2epinforma,1
nosoydetumanada,mmullor2016,1
gust7av0,crismardonesd,1
gust7av0,chileperiodista,1
norkapalacios,chileconvoca,1
desafiosnuevos,yennivallejosm,1
desafiosnuevos,consuelo_babu,1
nelitaro,tere_marinovic,1
barba11166204,chileconvoca,1
chiloenativo,hugoguionista,1
